Plot Title: 20775523,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Full Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Temp, °C (LGR S/N: 20775523, SEN S/N: 20775523)",Coupler Detached (LGR S/N: 20775523),End Of File (LGR S/N: 20775523)
5796,2023-04-05T15:04:45Z,41.6,35.2,6.47,,
5797,2023-04-05T15:04:48Z,41.6,35.2,6.46,,
5798,2023-04-05T15:04:51Z,41.6,35.2,6.47,,
5799,2023-04-05T15:04:54Z,41.5,35.2,6.47,,
5800,2023-04-05T15:04:57Z,41.6,35.2,6.46,,
5801,2023-04-05T15:05:00Z,41.6,35.2,6.46,,
5802,2023-04-05T15:05:03Z,41.5,35.2,6.47,,
5803,2023-04-05T15:05:06Z,41.6,35.2,6.47,,
5804,2023-04-05T15:05:09Z,41.6,35.2,6.46,,
5805,2023-04-05T15:05:12Z,41.6,35.2,6.46,,
5806,2023-04-05T15:05:15Z,41.6,35.2,6.46,,
5807,2023-04-05T15:05:18Z,41.6,35.2,6.47,,
5808,2023-04-05T15:05:21Z,41.6,35.2,6.46,,
5809,2023-04-05T15:05:24Z,41.5,35.2,6.46,,
5810,2023-04-05T15:05:27Z,41.6,35.2,6.47,,
5811,2023-04-05T15:05:30Z,41.6,35.2,6.47,,
5812,2023-04-05T15:05:33Z,41.6,35.2,6.46,,
5813,2023-04-05T15:05:36Z,41.6,35.2,6.46,,
5814,2023-04-05T15:05:39Z,41.5,35.2,6.47,,
5815,2023-04-05T15:05:42Z,41.6,35.2,6.47,,
5816,2023-04-05T15:05:45Z,41.5,35.2,6.47,,
5817,2023-04-05T15:05:48Z,41.6,35.2,6.47,,
5818,2023-04-05T15:05:51Z,41.6,35.2,6.48,,
5819,2023-04-05T15:05:54Z,41.6,35.2,6.48,,
5820,2023-04-05T15:05:57Z,41.6,35.2,6.47,,
5821,2023-04-05T15:06:00Z,41.6,35.2,6.47,,
5822,2023-04-05T15:06:03Z,41.6,35.2,6.46,,
5823,2023-04-05T15:06:06Z,41.5,35.2,6.47,,
5824,2023-04-05T15:06:09Z,41.6,35.2,6.47,,
5825,2023-04-05T15:06:12Z,41.5,35.2,6.46,,
5826,2023-04-05T15:06:15Z,41.6,35.2,6.47,,
5827,2023-04-05T15:06:18Z,41.6,35.2,6.48,,
5828,2023-04-05T15:06:21Z,41.6,35.2,6.47,,
5829,2023-04-05T15:06:24Z,41.6,35.2,6.46,,
5830,2023-04-05T15:06:27Z,41.5,35.2,6.47,,
5831,2023-04-05T15:06:30Z,41.6,35.2,6.46,,
5832,2023-04-05T15:06:33Z,41.6,35.2,6.47,,
5833,2023-04-05T15:06:36Z,41.5,35.2,6.46,,
5834,2023-04-05T15:06:39Z,41.6,35.2,6.47,,
5835,2023-04-05T15:06:42Z,41.6,35.2,6.47,,
5836,2023-04-05T15:06:45Z,41.5,35.2,6.47,,
5837,2023-04-05T15:06:48Z,41.6,35.2,6.47,,
5838,2023-04-05T15:06:51Z,41.6,35.2,6.48,,
5839,2023-04-05T15:06:54Z,41.6,35.2,6.47,,
5840,2023-04-05T15:06:57Z,41.6,35.2,6.47,,
5841,2023-04-05T15:07:00Z,41.6,35.2,6.48,,
5842,2023-04-05T15:07:03Z,41.6,35.2,6.47,,
5843,2023-04-05T15:07:06Z,41.6,35.2,6.48,,
5844,2023-04-05T15:07:09Z,41.6,35.2,6.47,,
5845,2023-04-05T15:07:12Z,41.5,35.2,6.48,,
5846,2023-04-05T15:07:15Z,41.6,35.2,6.48,,
5847,2023-04-05T15:07:18Z,41.6,35.2,6.48,,
5848,2023-04-05T15:07:21Z,41.6,35.2,6.48,,
5849,2023-04-05T15:07:24Z,41.6,35.2,6.48,,
5850,2023-04-05T15:07:27Z,41.6,35.2,6.47,,
5851,2023-04-05T15:07:30Z,41.5,35.2,6.47,,
5852,2023-04-05T15:07:33Z,41.5,35.2,6.47,,
5853,2023-04-05T15:07:36Z,41.6,35.2,6.48,,
5854,2023-04-05T15:07:39Z,41.6,35.2,6.48,,
5855,2023-04-05T15:07:42Z,41.6,35.2,6.47,,
5856,2023-04-05T15:07:45Z,41.6,35.2,6.47,,
5857,2023-04-05T15:07:48Z,41.6,35.2,6.48,,
5858,2023-04-05T15:07:51Z,41.5,35.2,6.47,,
5859,2023-04-05T15:07:54Z,41.6,35.2,6.47,,
5860,2023-04-05T15:07:57Z,41.5,35.2,6.48,,
5861,2023-04-05T15:08:00Z,41.6,35.2,6.47,,
5862,2023-04-05T15:08:03Z,41.6,35.2,6.47,,
5863,2023-04-05T15:08:06Z,41.6,35.2,6.48,,
5864,2023-04-05T15:08:09Z,41.6,35.2,6.48,,
5865,2023-04-05T15:08:12Z,41.6,35.2,6.48,,
5866,2023-04-05T15:08:15Z,41.6,35.2,6.48,,
5867,2023-04-05T15:08:18Z,41.6,35.2,6.48,,
5868,2023-04-05T15:08:21Z,41.6,35.2,6.47,,
5869,2023-04-05T15:08:24Z,41.6,35.2,6.46,,
5870,2023-04-05T15:08:27Z,41.5,35.2,6.47,,
5871,2023-04-05T15:08:30Z,41.6,35.2,6.48,,
5872,2023-04-05T15:08:33Z,41.5,35.2,6.48,,
5873,2023-04-05T15:08:36Z,41.6,35.2,6.47,,
5874,2023-04-05T15:08:39Z,41.6,35.2,6.47,,
5875,2023-04-05T15:08:42Z,41.6,35.2,6.48,,
5876,2023-04-05T15:08:45Z,41.5,35.2,6.48,,
5877,2023-04-05T15:08:48Z,41.6,35.2,6.47,,
5878,2023-04-05T15:08:51Z,41.6,35.2,6.48,,
5879,2023-04-05T15:08:54Z,41.6,35.2,6.47,,
5880,2023-04-05T15:08:57Z,41.6,35.2,6.47,,
5881,2023-04-05T15:09:00Z,41.6,35.2,6.47,,
5882,2023-04-05T15:09:03Z,41.6,35.6,6.48,,
5883,2023-04-05T15:09:06Z,41.6,35.2,6.47,,
5884,2023-04-05T15:09:09Z,41.6,35.2,6.47,,
5885,2023-04-05T15:09:12Z,41.6,35.2,6.48,,
5886,2023-04-05T15:09:15Z,41.6,35.2,6.48,,
5887,2023-04-05T15:09:18Z,41.6,35.2,6.47,,
5888,2023-04-05T15:09:21Z,41.6,35.2,6.48,,
5889,2023-04-05T15:09:24Z,41.6,35.2,6.48,,
5890,2023-04-05T15:09:27Z,41.6,35.2,6.47,,
5891,2023-04-05T15:09:30Z,41.6,35.2,6.48,,
5892,2023-04-05T15:09:33Z,41.6,35.2,6.48,,
5893,2023-04-05T15:09:36Z,41.6,35.2,6.48,,
5894,2023-04-05T15:09:39Z,41.6,35.2,6.49,,
5895,2023-04-05T15:09:42Z,41.6,35.2,6.48,,
5896,2023-04-05T15:09:45Z,41.6,35.2,6.48,,
5897,2023-04-05T15:09:48Z,41.6,35.2,6.47,,
5898,2023-04-05T15:09:51Z,41.6,35.2,6.47,,
5899,2023-04-05T15:09:54Z,41.6,35.2,6.48,,
5900,2023-04-05T15:09:57Z,41.6,35.2,6.48,,
5901,2023-04-05T15:10:00Z,41.6,35.2,6.47,,
5902,2023-04-05T15:10:03Z,41.6,35.2,6.48,,
5903,2023-04-05T15:10:06Z,41.6,35.2,6.49,,
5904,2023-04-05T15:10:09Z,41.6,35.2,6.46,,
5905,2023-04-05T15:10:12Z,41.6,35.2,6.48,,
5906,2023-04-05T15:10:15Z,41.6,35.2,6.49,,
5907,2023-04-05T15:10:18Z,41.6,35.2,6.48,,
5908,2023-04-05T15:10:21Z,41.6,35.2,6.48,,
5909,2023-04-05T15:10:24Z,41.6,35.2,6.47,,
5910,2023-04-05T15:10:27Z,41.6,35.2,6.46,,
5911,2023-04-05T15:10:30Z,41.6,35.2,6.47,,
5912,2023-04-05T15:10:33Z,41.5,35.2,6.48,,
5913,2023-04-05T15:10:36Z,41.6,35.2,6.47,,
5914,2023-04-05T15:10:39Z,41.6,35.2,6.49,,
5915,2023-04-05T15:10:42Z,41.5,35.2,6.48,,
5916,2023-04-05T15:10:45Z,41.6,35.2,6.47,,
5917,2023-04-05T15:10:48Z,41.6,35.2,6.47,,
5918,2023-04-05T15:10:51Z,41.5,35.2,6.47,,
5919,2023-04-05T15:10:54Z,41.6,35.2,6.47,,
5920,2023-04-05T15:10:57Z,41.6,35.2,6.47,,
5921,2023-04-05T15:11:00Z,41.5,35.2,6.47,,
5922,2023-04-05T15:11:03Z,41.6,35.2,6.47,,
5923,2023-04-05T15:11:06Z,41.6,35.2,6.48,,
5924,2023-04-05T15:11:09Z,41.6,35.2,6.47,,
5925,2023-04-05T15:11:12Z,41.6,34.8,6.48,,
5926,2023-04-05T15:11:15Z,41.6,35.2,6.47,,
5927,2023-04-05T15:11:18Z,41.5,35.2,6.48,,
5928,2023-04-05T15:11:21Z,41.6,35.2,6.48,,
5929,2023-04-05T15:11:24Z,41.6,35.2,6.48,,
5930,2023-04-05T15:11:27Z,41.6,35.2,6.48,,
5931,2023-04-05T15:11:30Z,41.6,35.2,6.47,,
5932,2023-04-05T15:11:33Z,41.6,35.2,6.47,,
5933,2023-04-05T15:11:36Z,41.6,35.2,6.47,,
5934,2023-04-05T15:11:39Z,41.6,35.2,6.49,,
5935,2023-04-05T15:11:42Z,41.6,35.2,6.47,,
5936,2023-04-05T15:11:45Z,41.6,35.2,6.48,,
5937,2023-04-05T15:11:48Z,41.6,35.2,6.47,,
5938,2023-04-05T15:11:51Z,41.6,35.2,6.48,,
5939,2023-04-05T15:11:54Z,41.6,35.6,6.48,,
5940,2023-04-05T15:11:57Z,41.6,35.2,6.49,,
5941,2023-04-05T15:12:00Z,41.6,35.2,6.47,,
5942,2023-04-05T15:12:03Z,41.6,35.2,6.48,,
5943,2023-04-05T15:12:06Z,41.6,35.2,6.47,,
5944,2023-04-05T15:12:09Z,41.6,35.2,6.48,,
5945,2023-04-05T15:12:12Z,41.6,35.2,6.48,,
5946,2023-04-05T15:12:15Z,41.6,35.2,6.47,,
5947,2023-04-05T15:12:18Z,41.6,35.2,6.47,,
5948,2023-04-05T15:12:21Z,41.6,35.2,6.48,,
5949,2023-04-05T15:12:24Z,41.6,35.2,6.47,,
5950,2023-04-05T15:12:27Z,41.6,35.2,6.49,,
5951,2023-04-05T15:12:30Z,41.6,35.2,6.48,,
5952,2023-04-05T15:12:33Z,41.6,35.2,6.49,,
5953,2023-04-05T15:12:36Z,41.6,35.6,6.48,,
5954,2023-04-05T15:12:39Z,41.6,35.2,6.48,,
5955,2023-04-05T15:12:42Z,41.6,35.2,6.47,,
5956,2023-04-05T15:12:45Z,41.6,35.2,6.49,,
5957,2023-04-05T15:12:48Z,41.6,35.2,6.48,,
5958,2023-04-05T15:12:51Z,41.6,35.2,6.49,,
5959,2023-04-05T15:12:54Z,41.6,35.2,6.49,,
5960,2023-04-05T15:12:57Z,41.6,35.2,6.48,,
5961,2023-04-05T15:13:00Z,41.6,35.2,6.48,,
5962,2023-04-05T15:13:03Z,41.6,35.2,6.48,,
5963,2023-04-05T15:13:06Z,41.6,35.2,6.47,,
5964,2023-04-05T15:13:09Z,41.6,35.2,6.49,,
5965,2023-04-05T15:13:12Z,41.6,35.2,6.48,,
5966,2023-04-05T15:13:15Z,41.6,35.2,6.47,,
5967,2023-04-05T15:13:18Z,41.6,35.2,6.48,,
5968,2023-04-05T15:13:21Z,41.5,35.2,6.48,,
5969,2023-04-05T15:13:24Z,41.6,35.2,6.48,,
5970,2023-04-05T15:13:27Z,41.6,35.2,6.49,,
5971,2023-04-05T15:13:30Z,41.6,35.2,6.48,,
5972,2023-04-05T15:13:33Z,41.6,35.2,6.48,,
5973,2023-04-05T15:13:36Z,41.6,35.2,6.48,,
5974,2023-04-05T15:13:39Z,41.6,35.2,6.48,,
5975,2023-04-05T15:13:42Z,41.6,35.2,6.48,,
5976,2023-04-05T15:13:45Z,41.6,35.2,6.48,,
5977,2023-04-05T15:13:48Z,41.6,35.2,6.48,,
5978,2023-04-05T15:13:51Z,41.6,35.2,6.48,,
5979,2023-04-05T15:13:54Z,41.6,35.2,6.48,,
5980,2023-04-05T15:13:57Z,41.6,35.2,6.48,,
5981,2023-04-05T15:14:00Z,41.6,35.2,6.48,,
5982,2023-04-05T15:14:03Z,41.6,35.2,6.49,,
5983,2023-04-05T15:14:06Z,41.6,35.2,6.48,,
5984,2023-04-05T15:14:09Z,41.6,35.2,6.49,,
5985,2023-04-05T15:14:12Z,41.6,35.2,6.48,,
5986,2023-04-05T15:14:15Z,41.6,35.2,6.49,,
5987,2023-04-05T15:14:18Z,41.6,35.2,6.48,,
5988,2023-04-05T15:14:21Z,41.6,35.2,6.49,,
5989,2023-04-05T15:14:24Z,41.6,35.2,6.49,,
5990,2023-04-05T15:14:27Z,41.6,35.2,6.47,,
5991,2023-04-05T15:14:30Z,41.6,35.2,6.49,,
5992,2023-04-05T15:14:33Z,41.6,35.2,6.48,,
5993,2023-04-05T15:14:36Z,41.6,35.2,6.48,,
5994,2023-04-05T15:14:39Z,41.6,35.2,6.49,,
5995,2023-04-05T15:14:42Z,41.6,35.2,6.47,,
5996,2023-04-05T15:14:45Z,41.6,35.2,6.48,,
5997,2023-04-05T15:14:48Z,41.6,35.2,6.48,,
5998,2023-04-05T15:14:51Z,41.6,35.2,6.49,,
5999,2023-04-05T15:14:54Z,41.6,35.2,6.48,,
6000,2023-04-05T15:14:57Z,41.6,35.2,6.48,,
6001,2023-04-05T15:15:00Z,41.6,35.2,6.49,,
6002,2023-04-05T15:15:03Z,41.6,35.2,6.49,,
6003,2023-04-05T15:15:06Z,41.6,35.2,6.48,,
6004,2023-04-05T15:15:09Z,41.6,35.2,6.48,,
6005,2023-04-05T15:15:12Z,41.6,35.2,6.48,,
6006,2023-04-05T15:15:15Z,41.6,35.2,6.49,,
6007,2023-04-05T15:15:18Z,41.6,35.2,6.47,,
6008,2023-04-05T15:15:21Z,41.6,35.2,6.49,,
6009,2023-04-05T15:15:24Z,41.6,35.2,6.49,,
6010,2023-04-05T15:15:27Z,41.6,35.2,6.49,,
6011,2023-04-05T15:15:30Z,41.6,35.2,6.49,,
6012,2023-04-05T15:15:33Z,41.6,35.2,6.48,,
6013,2023-04-05T15:15:36Z,41.6,35.2,6.49,,
6014,2023-04-05T15:15:39Z,41.6,35.2,6.49,,
6015,2023-04-05T15:15:42Z,41.6,35.2,6.49,,
6016,2023-04-05T15:15:45Z,41.6,35.2,6.48,,
6017,2023-04-05T15:15:48Z,41.6,35.2,6.48,,
6018,2023-04-05T15:15:51Z,41.6,35.2,6.48,,
6019,2023-04-05T15:15:54Z,41.6,35.2,6.48,,
6020,2023-04-05T15:15:57Z,41.6,35.2,6.49,,
6021,2023-04-05T15:16:00Z,41.6,35.2,6.48,,
6022,2023-04-05T15:16:03Z,41.6,35.2,6.48,,
6023,2023-04-05T15:16:06Z,41.6,35.2,6.48,,
6024,2023-04-05T15:16:09Z,41.6,35.2,6.48,,
6025,2023-04-05T15:16:12Z,41.6,35.2,6.49,,
6026,2023-04-05T15:16:15Z,41.6,35.2,6.48,,
6027,2023-04-05T15:16:18Z,41.6,35.2,6.48,,
6028,2023-04-05T15:16:21Z,41.6,35.2,6.48,,
6029,2023-04-05T15:16:24Z,41.6,35.2,6.49,,
6030,2023-04-05T15:16:27Z,41.6,35.2,6.49,,
6031,2023-04-05T15:16:30Z,41.6,35.2,6.48,,
6032,2023-04-05T15:16:33Z,41.6,35.2,6.48,,
6033,2023-04-05T15:16:36Z,41.6,35.2,6.49,,
6034,2023-04-05T15:16:39Z,41.6,35.2,6.48,,
6035,2023-04-05T15:16:42Z,41.6,35.2,6.48,,
6036,2023-04-05T15:16:45Z,41.6,35.2,6.48,,
6037,2023-04-05T15:16:48Z,41.6,35.2,6.48,,
6038,2023-04-05T15:16:51Z,41.6,35.2,6.48,,
6039,2023-04-05T15:16:54Z,41.6,35.2,6.48,,
6040,2023-04-05T15:16:57Z,41.6,35.2,6.49,,
6041,2023-04-05T15:17:00Z,41.6,35.2,6.48,,
6042,2023-04-05T15:17:03Z,41.6,35.2,6.48,,
6043,2023-04-05T15:17:06Z,41.6,35.2,6.47,,
6044,2023-04-05T15:17:09Z,41.6,35.2,6.49,,
6045,2023-04-05T15:17:12Z,41.6,35.2,6.48,,
6046,2023-04-05T15:17:15Z,41.6,35.2,6.48,,
6047,2023-04-05T15:17:18Z,41.6,35.2,6.48,,
6048,2023-04-05T15:17:21Z,41.6,35.2,6.49,,
6049,2023-04-05T15:17:24Z,41.6,35.2,6.48,,
6050,2023-04-05T15:17:27Z,41.6,35.2,6.49,,
6051,2023-04-05T15:17:30Z,41.6,35.2,6.49,,
6052,2023-04-05T15:17:33Z,41.6,35.2,6.49,,
6053,2023-04-05T15:17:36Z,41.6,35.2,6.49,,
6054,2023-04-05T15:17:39Z,41.6,35.2,6.49,,
6055,2023-04-05T15:17:42Z,41.6,35.2,6.49,,
6056,2023-04-05T15:17:45Z,41.6,35.2,6.48,,
6057,2023-04-05T15:17:48Z,41.6,35.2,6.49,,
6058,2023-04-05T15:17:51Z,41.6,35.2,6.48,,
6059,2023-04-05T15:17:54Z,41.6,35.2,6.48,,
6060,2023-04-05T15:17:57Z,41.6,35.2,6.49,,
6061,2023-04-05T15:18:00Z,41.6,35.2,6.48,,
6062,2023-04-05T15:18:03Z,41.6,35.2,6.49,,
6063,2023-04-05T15:18:06Z,41.6,35.2,6.48,,
6064,2023-04-05T15:18:09Z,41.6,35.2,6.48,,
6065,2023-04-05T15:18:12Z,41.6,35.2,6.48,,
6066,2023-04-05T15:18:15Z,41.6,35.2,6.49,,
6067,2023-04-05T15:18:18Z,41.6,35.2,6.49,,
6068,2023-04-05T15:18:21Z,41.6,35.2,6.49,,
6069,2023-04-05T15:18:24Z,41.6,35.2,6.49,,
6070,2023-04-05T15:18:27Z,41.6,35.2,6.49,,
6071,2023-04-05T15:18:30Z,41.6,35.2,6.49,,
6072,2023-04-05T15:18:33Z,41.6,35.2,6.49,,
6073,2023-04-05T15:18:36Z,41.6,35.2,6.5,,
6074,2023-04-05T15:18:39Z,41.6,35.2,6.49,,
6075,2023-04-05T15:18:42Z,41.6,35.2,6.49,,
6076,2023-04-05T15:18:45Z,41.6,35.2,6.49,,
6077,2023-04-05T15:18:48Z,41.6,35.2,6.48,,
6078,2023-04-05T15:18:51Z,41.6,35.2,6.49,,
6079,2023-04-05T15:18:54Z,41.6,35.2,6.48,,
6080,2023-04-05T15:18:57Z,41.6,35.2,6.49,,
6081,2023-04-05T15:19:00Z,41.6,35.2,6.48,,
6082,2023-04-05T15:19:03Z,41.6,35.2,6.49,,
6083,2023-04-05T15:19:06Z,41.6,35.2,6.5,,
6084,2023-04-05T15:19:09Z,41.6,35.2,6.49,,
6085,2023-04-05T15:19:12Z,41.6,35.2,6.48,,
6086,2023-04-05T15:19:15Z,41.6,35.2,6.49,,
6087,2023-04-05T15:19:18Z,41.6,35.2,6.49,,
6088,2023-04-05T15:19:21Z,41.6,35.2,6.48,,
6089,2023-04-05T15:19:24Z,41.6,35.2,6.49,,
6090,2023-04-05T15:19:27Z,41.6,35.2,6.49,,
6091,2023-04-05T15:19:30Z,41.6,35.2,6.49,,
6092,2023-04-05T15:19:33Z,41.6,35.2,6.5,,
6093,2023-04-05T15:19:36Z,41.6,35.2,6.48,,
6094,2023-04-05T15:19:39Z,41.6,35.2,6.49,,
6095,2023-04-05T15:19:42Z,41.6,35.6,6.5,,
6096,2023-04-05T15:19:45Z,41.6,35.2,6.49,,
6097,2023-04-05T15:19:48Z,41.6,35.2,6.48,,
6098,2023-04-05T15:19:51Z,41.6,35.2,6.49,,
6099,2023-04-05T15:19:54Z,41.6,35.2,6.49,,
6100,2023-04-05T15:19:57Z,41.6,35.2,6.49,,
6101,2023-04-05T15:20:00Z,41.6,35.2,6.49,,
6102,2023-04-05T15:20:03Z,41.6,35.2,6.48,,
6103,2023-04-05T15:20:06Z,41.6,35.2,6.48,,
6104,2023-04-05T15:20:09Z,41.6,35.2,6.48,,
6105,2023-04-05T15:20:12Z,41.6,35.2,6.48,,
6106,2023-04-05T15:20:15Z,41.6,35.2,6.49,,
6107,2023-04-05T15:20:18Z,41.6,35.2,6.49,,
6108,2023-04-05T15:20:21Z,41.6,35.2,6.49,,
6109,2023-04-05T15:20:24Z,41.6,35.2,6.48,,
6110,2023-04-05T15:20:27Z,41.6,35.2,6.49,,
6111,2023-04-05T15:20:30Z,41.6,35.2,6.49,,
6112,2023-04-05T15:20:33Z,41.6,35.2,6.49,,
6113,2023-04-05T15:20:36Z,41.6,35.2,6.49,,
6114,2023-04-05T15:20:39Z,41.6,35.2,6.48,,
6115,2023-04-05T15:20:42Z,41.6,35.2,6.49,,
6116,2023-04-05T15:20:45Z,41.6,35.2,6.49,,
6117,2023-04-05T15:20:48Z,41.6,35.2,6.48,,
6118,2023-04-05T15:20:51Z,41.6,35.2,6.49,,
6119,2023-04-05T15:20:54Z,41.6,35.2,6.49,,
6120,2023-04-05T15:20:57Z,41.6,35.2,6.48,,
6121,2023-04-05T15:21:00Z,41.6,35.2,6.49,,
6122,2023-04-05T15:21:03Z,41.6,35.2,6.48,,
6123,2023-04-05T15:21:06Z,41.6,35.2,6.49,,
6124,2023-04-05T15:21:09Z,41.6,35.2,6.49,,
6125,2023-04-05T15:21:12Z,41.6,35.2,6.5,,
6126,2023-04-05T15:21:15Z,41.6,35.2,6.5,,
6127,2023-04-05T15:21:18Z,41.6,35.2,6.49,,
6128,2023-04-05T15:21:21Z,41.6,35.2,6.49,,
6129,2023-04-05T15:21:24Z,41.6,35.2,6.5,,
6130,2023-04-05T15:21:27Z,41.6,35.2,6.48,,
6131,2023-04-05T15:21:30Z,41.6,35.2,6.49,,
6132,2023-04-05T15:21:33Z,41.6,35.2,6.49,,
6133,2023-04-05T15:21:36Z,41.6,35.2,6.49,,
6134,2023-04-05T15:21:39Z,41.6,35.2,6.49,,
6135,2023-04-05T15:21:42Z,41.6,35.6,6.49,,
6136,2023-04-05T15:21:45Z,41.6,35.2,6.49,,
6137,2023-04-05T15:21:48Z,41.6,35.2,6.49,,
6138,2023-04-05T15:21:51Z,41.6,35.2,6.49,,
6139,2023-04-05T15:21:54Z,41.6,35.2,6.49,,
6140,2023-04-05T15:21:57Z,41.6,35.2,6.48,,
6141,2023-04-05T15:22:00Z,41.6,35.2,6.48,,
6142,2023-04-05T15:22:03Z,41.6,35.2,6.48,,
6143,2023-04-05T15:22:06Z,41.6,35.2,6.49,,
6144,2023-04-05T15:22:09Z,41.6,35.2,6.49,,
6145,2023-04-05T15:22:12Z,41.6,35.2,6.49,,
6146,2023-04-05T15:22:15Z,41.6,35.2,6.49,,
6147,2023-04-05T15:22:18Z,41.6,35.2,6.49,,
6148,2023-04-05T15:22:21Z,41.6,35.2,6.49,,
6149,2023-04-05T15:22:24Z,41.6,35.2,6.5,,
6150,2023-04-05T15:22:27Z,41.6,35.2,6.49,,
6151,2023-04-05T15:22:30Z,41.6,35.2,6.49,,
6152,2023-04-05T15:22:33Z,41.6,35.2,6.49,,
6153,2023-04-05T15:22:36Z,41.6,35.2,6.47,,
6154,2023-04-05T15:22:39Z,41.6,35.2,6.48,,
6155,2023-04-05T15:22:42Z,41.6,35.2,6.48,,
6156,2023-04-05T15:22:45Z,41.6,35.2,6.48,,
6157,2023-04-05T15:22:48Z,41.6,35.2,6.49,,
6158,2023-04-05T15:22:51Z,41.6,35.2,6.49,,
6159,2023-04-05T15:22:54Z,41.6,35.2,6.49,,
6160,2023-04-05T15:22:57Z,41.6,35.2,6.48,,
6161,2023-04-05T15:23:00Z,41.6,35.2,6.48,,
6162,2023-04-05T15:23:03Z,41.6,35.2,6.49,,
6163,2023-04-05T15:23:06Z,41.6,35.2,6.49,,
6164,2023-04-05T15:23:09Z,41.6,35.2,6.47,,
6165,2023-04-05T15:23:12Z,41.6,35.2,6.49,,
6166,2023-04-05T15:23:15Z,41.6,35.2,6.48,,
6167,2023-04-05T15:23:18Z,41.6,35.2,6.49,,
6168,2023-04-05T15:23:21Z,41.6,35.2,6.5,,
6169,2023-04-05T15:23:24Z,41.6,35.2,6.49,,
6170,2023-04-05T15:23:27Z,41.6,35.2,6.48,,
6171,2023-04-05T15:23:30Z,41.6,35.2,6.48,,
6172,2023-04-05T15:23:33Z,41.6,35.2,6.49,,
6173,2023-04-05T15:23:36Z,41.6,35.2,6.49,,
6174,2023-04-05T15:23:39Z,41.6,35.2,6.48,,
6175,2023-04-05T15:23:42Z,41.6,35.2,6.49,,
6176,2023-04-05T15:23:45Z,41.6,35.2,6.49,,
6177,2023-04-05T15:23:48Z,41.6,35.2,6.49,,
6178,2023-04-05T15:23:51Z,41.6,35.2,6.5,,
6179,2023-04-05T15:23:54Z,41.6,35.2,6.49,,
6180,2023-04-05T15:23:57Z,41.6,35.2,6.48,,
6181,2023-04-05T15:24:00Z,41.6,35.2,6.49,,
6182,2023-04-05T15:24:03Z,41.6,35.2,6.49,,
6183,2023-04-05T15:24:06Z,41.6,35.2,6.48,,
6184,2023-04-05T15:24:09Z,41.6,35.2,6.49,,
6185,2023-04-05T15:24:12Z,41.6,35.2,6.49,,
6186,2023-04-05T15:24:15Z,41.6,35.2,6.49,,
6187,2023-04-05T15:24:18Z,41.6,35.2,6.49,,
6188,2023-04-05T15:24:21Z,41.6,35.2,6.49,,
6189,2023-04-05T15:24:24Z,41.6,35.2,6.49,,
6190,2023-04-05T15:24:27Z,41.6,35.2,6.49,,
6191,2023-04-05T15:24:30Z,41.6,35.2,6.49,,
6192,2023-04-05T15:24:33Z,41.6,35.2,6.49,,
6193,2023-04-05T15:24:36Z,41.6,35.2,6.49,,
6194,2023-04-05T15:24:39Z,41.6,35.2,6.49,,
6195,2023-04-05T15:24:42Z,41.6,35.6,6.49,,
6196,2023-04-05T15:24:45Z,41.6,35.2,6.49,,
6197,2023-04-05T15:24:48Z,41.6,35.2,6.49,,
6198,2023-04-05T15:24:51Z,41.6,35.6,6.5,,
6199,2023-04-05T15:24:54Z,41.6,35.2,6.49,,
6200,2023-04-05T15:24:57Z,41.6,35.2,6.49,,
6201,2023-04-05T15:25:00Z,41.6,35.2,6.49,,
6202,2023-04-05T15:25:03Z,41.6,35.2,6.48,,
6203,2023-04-05T15:25:06Z,41.6,35.2,6.5,,
6204,2023-04-05T15:25:09Z,41.6,35.2,6.49,,
6205,2023-04-05T15:25:12Z,41.6,35.2,6.49,,
6206,2023-04-05T15:25:15Z,41.6,35.2,6.49,,
6207,2023-04-05T15:25:18Z,41.6,35.2,6.49,,
6208,2023-04-05T15:25:21Z,41.6,35.2,6.5,,
6209,2023-04-05T15:25:24Z,41.6,35.2,6.49,,
6210,2023-04-05T15:25:27Z,41.6,35.2,6.5,,
6211,2023-04-05T15:25:30Z,41.6,35.2,6.48,,
6212,2023-04-05T15:25:33Z,41.6,35.2,6.49,,
6213,2023-04-05T15:25:36Z,41.6,35.6,6.49,,
6214,2023-04-05T15:25:39Z,41.6,35.2,6.49,,
6215,2023-04-05T15:25:42Z,41.6,35.6,6.49,,
6216,2023-04-05T15:25:45Z,41.6,35.2,6.49,,
6217,2023-04-05T15:25:48Z,41.6,35.2,6.5,,
6218,2023-04-05T15:25:51Z,41.6,35.2,6.48,,
6219,2023-04-05T15:25:54Z,41.6,35.2,6.49,,
6220,2023-04-05T15:25:57Z,41.6,35.2,6.49,,
6221,2023-04-05T15:26:00Z,41.6,35.2,6.48,,
6222,2023-04-05T15:26:03Z,41.6,35.2,6.48,,
6223,2023-04-05T15:26:06Z,41.6,35.2,6.49,,
6224,2023-04-05T15:26:09Z,41.6,35.2,6.48,,
6225,2023-04-05T15:26:12Z,41.6,35.2,6.49,,
6226,2023-04-05T15:26:15Z,41.6,35.2,6.49,,
6227,2023-04-05T15:26:18Z,41.6,35.6,6.49,,
